stock,invested_amount,days,percentage_change,risk
7,4055.45,12,-0.26512,5
11,9538.48,102,0.19561,5
20,5446.73,135,0.09008,4
5,652.47,49,-0.8825,5
10,1702.7,41,-0.28784,5
9,4747.71,51,0.02013,2
6,5457.67,149,0.04359,3
4,7505.54,172,-0.26445,5
2,3429.14,107,0.16821,5
1,5278.12,105,0.38139,5
9,3422.49,74,0.01984,2
9,2458.18,26,0.0197,2
18,8092.74,119,0.34007,5
20,904.14,85,0.23942,5
6,7766.23,88,-0.09311,4
11,5209.21,5,0.00271,1
19,3019.07,33,0.20453,5
9,6507.96,91,0.05794,3
11,4075.4,5,-0.01005,2
19,7240.45,157,0.3486,5
11,2099.88,100,-0.30912,5
18,8835.32,75,0.1019,4
19,549.21,14,-0.04956,3
11,5416.66,173,-0.28395,5
8,9224.64,77,-0.21086,5
17,4225.95,148,-0.01161,2
3,8313.4,51,0.22872,5
2,4636.34,9,0.01149,2
16,1841.86,53,0.0858,4
18,4131.13,65,0.01736,2
15,2990.98,69,0.03788,3
18,8763.81,122,0.03719,3
7,3342.91,83,0.4246,5
2,1518.87,25,0.10249,4
10,5722.2,22,-0.08142,4
8,5841.27,27,0.00016,1
3,5670.37,68,0.04617,3
14,5083.23,11,0.0533,3
8,1770.92,75,0.17188,5
18,4327.42,164,0.25802,5
9,8650.93,93,-0.00177,1
6,1534.88,49,-0.09207,4
18,3190.97,83,0.06088,3
20,2128.29,74,0.08168,4
12,6721.59,31,-0.06847,3
13,2814.73,88,0.36694,5
11,9300.45,25,-0.00465,1
10,3784.62,118,-1.04542,5
7,2589.08,12,0.11108,4
1,6581.79,98,-0.87731,5
18,1323.93,126,0.28149,5
5,8485.77,89,-0.73093,5
17,9030.78,132,0.37891,5
2,5706.02,160,0.04176,3
12,9817.57,27,0.04173,3
6,5490.11,28,0.37957,5
5,9941.1,85,0.48986,5
18,6823.42,102,0.25156,5
5,5941.63,154,-0.47414,5
5,8324.63,95,0.88625,5
9,3978.52,27,0.40487,5
4,9430.91,146,0.67804,5
12,4598.96,169,0.17002,5
17,3182.42,38,0.11146,4
7,5186.86,133,0.42305,5
20,1995.52,117,0.34152,5
6,6726.44,19,-0.16293,5
5,3090.5,138,0.70219,5
8,1338.55,133,0.11948,4
14,2466.98,116,0.12383,4
10,4261.82,29,-0.40244,5
14,9357.53,137,0.13268,4
5,4320.21,87,-0.5674,5
9,3055.82,104,0.42351,5
13,967.26,26,0.36739,5
3,8018.94,29,0.01729,2
3,1895.78,41,0.24965,5
1,6099.33,18,0.16683,5
5,1063.16,8,-0.09871,4
13,8095.69,12,0.1632,5
7,2190.8,74,0.09711,4
19,3898.27,180,0.44536,5
15,1885.71,45,0.01581,2
8,6354.68,135,0.48157,5
18,2425.79,58,0.04341,3
17,7119.06,169,0.20153,5
8,6026.15,116,0.25671,5
13,6108.41,110,-0.26167,5
17,9388.44,99,0.23188,5
19,4794.46,11,0.03189,3
17,9484.11,78,-0.05776,3
14,2516.48,84,0.02333,2
6,8050.41,77,0.04215,3
14,7786.12,76,0.1893,5
13,1116.98,171,0.73018,5
7,9010.31,160,-0.26544,5
18,7515.76,130,0.17405,5
5,4273.82,86,0.24977,5
5,1249.31,112,-0.48554,5
2,6807.58,82,-0.1772,5
11,9134.54,80,-0.35288,5
3,2401.63,67,-0.1181,4
2,1032.43,117,0.28712,5
9,7680.92,118,-0.01782,2
18,4262.41,149,0.16397,5
19,9072.77,170,0.2583,5
14,9323.13,98,0.0436,3
7,7544.84,105,0.66596,5
17,7582.06,161,-0.1125,4
19,9546.73,38,-0.2914,5
3,4516.05,144,0.13535,4
17,4419.25,166,0.03958,3
13,9676.87,129,0.53182,5
4,6919.4,36,0.1655,5
10,1849.33,128,0.01308,2
8,846.14,141,0.15678,5
8,6936.64,9,0.05244,3
7,6510.72,55,0.11789,4
12,1245.49,153,0.00916,1
8,9514.08,132,0.20362,5
14,6602.07,132,-0.01437,2
1,9976.01,111,0.30081,5
14,3309.57,119,0.03943,3
20,668.75,130,-0.20014,5
4,8997.88,95,-0.09149,4
3,5237.35,107,-0.03462,3
10,7572.87,39,0.4678,5
15,2996.77,150,0.17732,5
10,2338.46,114,0.07977,4
7,3397.71,164,-0.45,5
2,6451.18,66,0.05197,3
14,5671.06,70,-0.05446,3
8,4036.41,95,-0.15921,5
17,1907.74,149,-0.005,1
18,5888.15,16,0.05531,3
17,3097.58,96,-0.06327,3
17,6037.06,113,0.25135,5
12,2950.9,152,0.01631,2
15,785.61,47,0.17446,5
12,1352.68,116,0.22905,5
12,8596.62,5,0.04194,3
1,6352.13,18,-0.17749,5
4,5187.92,121,0.14126,4
14,9264.13,147,0.37679,5
3,6323.88,35,0.04649,3
11,903.77,90,0.41333,5
3,5107.8,57,0.26099,5
2,832.64,42,0.25653,5
10,5842.24,113,0.51466,5
10,9383.97,106,0.7393,5
5,7289.5,49,0.34239,5
4,3049.33,123,0.36778,5
10,1745.1,109,0.94248,5
13,4918.72,51,0.05459,3
20,1101.31,137,-0.00829,1
10,4308.04,119,1.104,5
20,853.29,12,-0.05063,3
8,9007.8,80,0.05266,3
14,5818.34,109,0.20807,5
3,4505.72,129,-0.06971,3
1,3299.61,71,-0.41481,5
14,2566.36,141,-0.13169,4
15,9286.19,63,0.02302,2
3,4456.55,123,-0.18909,5
7,5484.17,171,0.59771,5
11,8447.53,55,0.2181,5
7,9103.82,40,-0.05941,3
19,9345.44,165,0.77447,5
20,4813.88,80,0.03299,3
6,5854.23,68,0.22463,5
7,5690.0,45,-0.31493,5
14,5211.04,82,0.04448,3
16,3709.65,83,0.11514,4
12,6138.88,122,0.09505,4
8,8833.3,135,0.0191,2
18,6458.19,7,-0.00678,1
9,7529.37,156,-0.00879,1
15,8142.32,104,-0.05095,3
3,2057.75,178,0.28355,5
3,7867.37,147,0.49968,5
1,2095.03,110,-0.10114,4
13,5441.8,51,-0.10928,4
17,4065.5,104,0.10344,4
6,820.98,154,0.41798,5
18,3298.3,69,0.15413,5
11,7863.84,159,0.20733,5
20,3799.96,160,-0.19433,5
16,2498.21,8,-0.01471,2
3,6565.68,68,0.33287,5
20,8614.74,134,0.14168,4
11,7343.51,64,0.14664,4
6,2904.57,132,0.45327,5
17,9181.01,58,0.02318,2
11,8540.22,109,0.22036,5
10,6772.56,52,0.97214,5
10,1237.99,146,1.30101,5
1,4651.31,139,0.38809,5
15,8316.91,165,0.15318,5
6,4036.3,39,0.15612,5
13,8023.72,168,0.47336,5
16,3471.32,71,0.05538,3
13,9924.34,72,1.05878,5
4,1993.07,129,0.11492,4
11,7147.48,90,0.36641,5
13,7351.26,166,-0.55098,5
16,4317.47,13,0.06655,3
5,1888.68,161,0.37008,5
12,3424.48,34,-0.04174,3
12,5635.84,58,0.16666,5
17,4691.93,9,4e-05,1
4,2477.26,51,-0.14657,4
7,4562.87,83,-1.03225,5
15,6914.54,110,0.27635,5
12,5103.89,28,-0.13278,4
19,9661.44,113,-0.18359,5
15,5947.08,53,0.10201,4
20,4332.5,124,0.22297,5
9,9845.37,100,0.29672,5
10,9054.56,83,-0.71799,5
18,7509.41,154,0.36709,5
1,1287.22,58,0.62361,5
17,8945.62,79,-0.10321,4
9,4202.73,140,0.59687,5
12,9609.07,5,0.01115,2
18,3529.9,121,0.20176,5
9,2031.79,19,-0.03149,3
5,9027.52,105,-0.27706,5
1,6432.24,51,-0.53085,5
15,4754.2,131,0.03824,3
5,2407.2,116,0.72503,5
11,3128.1,110,0.25739,5
14,9936.76,34,-0.00345,1
15,8434.18,33,0.01212,2
8,7655.89,32,0.08457,4
9,3427.69,84,0.50592,5
7,3965.17,81,0.27035,5
12,9744.58,143,-0.16933,5
18,1419.12,139,0.08394,4
9,2155.33,53,0.06681,3
18,2870.81,59,0.12212,4
4,7346.52,99,0.19023,5
14,836.6,33,0.10896,4
12,8078.43,100,0.13727,4
15,1440.49,12,0.003,1
6,2095.38,112,0.36901,5
7,2693.51,156,0.58991,5
15,3739.72,107,0.17116,5
8,1897.85,90,0.13436,4
9,2080.53,33,-0.18938,5
7,9647.9,52,0.21744,5
17,3908.18,149,0.09147,4
5,3014.23,99,0.73038,5
3,4983.04,27,-0.1125,4
17,9347.02,132,-0.06989,3
7,5744.56,73,0.06807,3
12,5950.14,35,-0.08428,4
2,9532.45,163,0.33036,5
4,5012.8,77,0.02493,2
14,3901.76,135,0.15621,5
18,5034.82,114,0.27021,5
12,6924.0,28,0.04416,3
10,4150.23,137,-0.37031,5
20,9438.91,70,0.33604,5
18,5883.75,168,0.03829,3
19,4583.52,84,0.05023,3
7,4344.57,24,-0.33412,5
7,3840.94,150,1.09819,5
4,5492.48,110,0.21819,5
12,641.79,44,0.06009,3
15,9922.54,41,0.05733,3
6,7120.26,10,-0.10923,4
15,2588.77,171,0.1966,5
15,6006.83,64,0.11961,4
8,8497.0,115,0.0524,3
6,3007.85,145,0.59616,5
15,8950.22,62,-0.0502,3
11,4034.51,47,0.20537,5
8,7099.05,93,0.13053,4
3,4838.79,84,0.58688,5
4,4958.56,33,0.19289,5
18,5186.49,25,0.00192,1
17,1272.62,81,-0.03065,3
6,7991.93,113,-0.61513,5
20,2348.08,35,-0.0405,3
6,7804.9,16,0.11854,4
2,2909.48,13,-0.00619,1
5,3300.98,25,0.72405,5
15,1796.26,10,-0.02781,2
5,3961.76,167,-0.52812,5
16,781.69,128,-0.05664,3
8,4028.35,74,0.17458,5
16,5022.22,78,0.08125,4
7,3319.85,170,0.07169,4
17,4893.1,148,0.22995,5
18,9292.8,5,0.02734,2
1,6414.68,178,0.97676,5
13,3421.48,49,0.15791,5
11,4361.08,148,0.45864,5
4,4630.82,8,0.01335,2
7,2845.3,178,0.93756,5
11,1637.15,90,-0.21002,5
11,7286.75,98,0.17861,5
15,6046.31,108,0.13774,4
17,9927.26,21,0.0573,3
8,7731.63,118,-0.06722,3
10,8162.47,123,0.47161,5
13,4323.45,127,-0.79857,5
19,1554.68,165,0.0757,4
15,4882.13,161,0.47825,5
9,7570.64,127,-0.20085,5
13,8148.88,49,0.08277,4
17,1540.39,41,0.05531,3
15,8878.93,179,0.25718,5
5,7398.0,157,-0.82422,5
5,8593.29,37,0.04782,3
1,4075.96,101,-0.68411,5
13,8264.4,22,0.14523,4
15,2876.9,122,0.06302,3
18,7420.64,42,0.23509,5
11,6820.69,171,-0.69831,5
5,7514.04,146,0.77305,5
6,8313.47,32,0.90883,5
1,7042.41,51,0.4528,5
13,8722.74,80,0.5792,5
1,3437.48,173,-0.13205,4
14,3141.19,141,-0.07039,4
15,3231.16,148,0.14671,4
10,8013.88,75,0.39847,5
10,2133.7,16,0.03946,3
15,7396.47,136,0.34057,5
4,9626.47,175,-0.38475,5
18,1031.07,50,-0.04134,3
11,5392.82,123,-0.01376,2
10,7312.84,171,-0.21124,5
8,9353.13,144,0.03667,3
14,3726.41,129,0.34046,5
6,8701.6,18,0.14159,4
16,6982.79,84,0.24455,5
1,2979.36,54,0.12191,4
1,7211.62,107,0.02147,2
11,8051.36,177,0.04724,3
6,8657.56,59,0.33403,5
14,3882.48,88,0.0938,4
16,6511.23,112,0.09288,4
3,8331.86,103,-0.07276,4
9,1525.43,109,0.70477,5
18,9907.5,178,0.20674,5
2,2456.74,89,-0.00076,1
12,6340.9,89,0.20544,5
3,8925.74,159,0.71842,5
16,745.76,29,0.09386,4
4,9620.47,50,0.23548,5
11,5162.66,34,-0.14699,4
3,3838.42,136,0.24908,5
5,4886.94,164,0.03143,3
11,2909.16,127,-0.15342,5
6,1751.83,111,0.31987,5
10,7813.76,118,0.0532,3
12,4342.12,145,0.03864,3
15,3671.32,107,0.16363,5
12,2837.93,48,0.28017,5
17,6222.82,114,-0.028,2
14,5960.25,26,0.08439,4
13,9901.82,100,0.37593,5
4,3079.06,166,0.2354,5
20,7199.45,78,0.01531,2
7,6788.52,67,0.09156,4
1,1177.56,22,-0.1397,4
3,7083.64,18,-0.11816,4
20,1754.25,166,0.22049,5
5,1308.39,104,0.80019,5
5,9061.73,37,-0.21805,5
15,7149.79,59,0.04744,3
7,7958.59,66,-0.19917,5
15,6756.32,75,-0.15368,5
19,4680.58,90,-0.28804,5
2,9440.65,91,0.39349,5
7,3656.4,32,-0.18459,5
6,7912.22,72,-0.26104,5
12,5272.2,134,0.39089,5
14,7640.79,9,0.04259,3
4,3971.1,136,0.36495,5
15,7858.23,165,0.24749,5
19,6809.88,60,-0.19956,5
11,2137.73,116,0.62669,5
1,9103.59,128,-0.12214,4
20,3500.73,17,-0.05228,3
7,5747.47,124,0.59327,5
11,2579.87,110,-0.09358,4
7,3048.92,123,-0.8069,5
10,8070.05,101,0.77933,5
16,976.1,95,0.13947,4
11,8007.31,175,0.27668,5
14,3004.21,34,-0.03157,3
12,5052.51,147,0.12923,4
18,7322.29,60,0.07878,4
10,7622.61,41,0.02665,2
7,4428.1,16,0.02003,2
14,8194.37,123,-0.06138,3
15,5490.45,88,0.02039,2
12,6090.54,49,0.07184,4
12,967.02,97,0.13787,4
2,7253.77,24,0.08594,4
18,3210.82,107,0.04196,3
13,1863.69,157,1.10649,5
3,8616.81,169,0.64671,5
18,4422.34,19,0.09866,4
3,6867.05,85,0.20521,5
19,8616.67,11,-0.06081,3
12,5317.78,35,0.15614,5
9,9264.56,78,0.12246,4
20,509.17,76,0.13218,4
11,5350.36,42,0.05284,3
10,5734.54,94,-0.14259,4
5,4800.4,15,0.14199,4
5,3628.56,41,0.7161,5
3,5725.71,105,-0.25398,5
6,1917.26,109,-0.20287,5
4,1038.37,62,0.21654,5
15,6909.73,44,0.01381,2
9,1752.21,129,-0.09982,4
18,2513.24,106,0.10381,4
2,8309.71,6,0.12364,4
1,7598.31,84,0.53955,5
10,8691.43,34,-0.22698,5
17,7735.17,74,0.12463,4
10,4098.7,103,-0.58746,5
20,8887.23,110,-0.10859,4
14,6078.78,130,0.23773,5
3,1049.66,30,0.07749,4
6,1600.0,78,-0.6142,5
6,6749.51,20,0.02547,2
1,3980.61,52,0.22807,5
17,3661.4,36,0.02639,2
8,6960.8,39,0.00844,1
2,7299.85,91,0.28232,5
15,4087.33,18,0.05224,3
8,2310.95,36,0.14314,4
5,8237.56,106,-0.43843,5
19,5842.75,25,0.03824,3
3,4738.3,167,-0.10423,4
20,2070.13,75,-0.14349,4
1,9044.6,35,-0.16153,5
12,1329.79,71,0.22806,5
2,5448.61,77,0.01261,2
11,5311.62,93,0.0039,1
13,1538.86,9,0.06984,3
9,1433.51,24,0.09618,4
1,7880.7,178,0.51418,5
16,1750.1,167,-0.02526,2
5,2932.71,67,0.46279,5
11,4141.9,117,-0.06287,3
14,5303.97,153,0.13809,4
11,6859.86,6,0.02806,2
10,9554.31,45,0.51045,5
5,3395.17,129,-0.07892,4
18,4752.65,53,0.05861,3
15,896.31,159,-0.06815,3
11,4065.11,22,-0.11834,4
17,9674.15,151,0.43235,5
1,5005.81,7,-0.1325,4
2,2028.51,117,0.8299,5
6,9234.59,167,-0.06237,3
12,8250.01,133,0.2127,5
14,2575.1,25,-0.05555,3
2,4063.03,81,-0.05539,3
6,6436.9,79,0.47235,5
8,2545.0,154,-0.06197,3
16,7904.6,77,0.05557,3
10,4148.99,30,-0.53964,5
7,8712.42,14,-0.13484,4
12,3948.96,105,0.34157,5
3,6111.16,14,-0.10906,4
13,6927.31,105,0.17711,5
5,2930.11,129,0.75733,5
5,3495.13,172,0.13205,4
6,5164.9,114,-0.23502,5
18,8585.58,100,0.25718,5
3,4969.26,10,-0.08169,4
8,9295.08,54,0.10327,4
13,2388.98,16,0.06792,3
17,2253.42,40,-0.02755,2
20,3976.6,19,0.01928,2
9,5905.59,106,0.12258,4
17,2874.69,153,0.06314,3
17,5692.65,169,0.1232,4
11,5833.9,38,-0.35076,5
14,1803.19,84,0.05635,3
5,5242.82,156,0.57029,5
8,2497.86,171,0.36751,5
14,2242.73,34,0.13095,4
11,9261.29,130,0.23017,5
7,9789.72,90,0.24028,5
1,8068.79,94,-0.12497,4
7,1664.73,97,0.4194,5
19,8196.05,157,0.18858,5
13,8346.3,163,0.35691,5
9,7709.25,125,0.16578,5
8,5117.52,28,0.00219,1
2,8117.81,74,0.23446,5
6,9319.79,21,0.14018,4
18,8824.4,38,-0.12556,4
20,7611.67,54,0.02115,2
10,8310.86,25,-0.06023,3
13,2997.74,24,0.04948,3
5,7614.06,104,1.23833,5
3,9690.71,19,0.09284,4
7,6869.29,33,0.28763,5
8,4870.73,17,-0.05909,3
18,7083.2,105,0.06704,3
8,8667.64,108,-0.1789,5
17,7265.23,126,0.01016,2
12,2210.05,35,-0.32154,5
3,4129.68,47,0.2279,5
5,7038.15,151,-1.36273,5
8,2027.18,135,0.006,1
5,9495.65,67,-0.33616,5
20,4530.9,178,-0.19966,5
1,5727.6,110,0.25006,5
9,4115.53,68,0.20681,5
6,4115.56,79,0.76054,5
8,2368.1,147,0.23245,5
14,8591.93,170,0.12061,4
6,2703.04,52,0.12819,4
1,5350.35,150,-0.48391,5
16,4890.56,134,-0.11656,4
4,707.6,142,0.14338,4
5,4748.37,113,-0.55211,5
2,9234.11,40,0.03984,3
20,2890.52,129,0.09847,4
6,6681.21,106,-0.01606,2
16,1974.43,91,0.1222,4
10,7532.4,127,-0.63446,5
3,716.93,173,0.14836,4
20,3810.13,94,-0.23451,5
19,4905.99,39,0.07341,4
15,6078.42,53,0.05833,3
9,9441.81,94,0.53528,5
10,4182.96,27,-0.16422,5
9,5554.22,8,0.00661,1
3,6813.95,17,-0.04998,3
7,773.22,46,-0.31132,5
6,5852.56,128,0.18212,5
13,8352.07,45,-0.01717,2
12,3015.46,154,-0.27196,5
3,7502.13,54,-0.1305,4
13,3373.03,158,0.43298,5
2,2885.93,20,-0.0459,3
19,9242.32,91,0.13552,4
5,8188.91,177,0.53454,5
6,4339.49,108,-0.20771,5
7,5346.23,31,-0.09657,4
19,4364.66,14,0.09835,4
20,2311.35,56,-0.1797,5
16,756.99,165,0.24082,5
13,8261.96,170,0.03442,3
19,1828.34,158,-0.11027,4
6,3378.38,85,-0.38907,5
7,3428.62,82,0.93957,5
16,9250.59,129,0.12088,4
4,6706.95,166,0.22646,5
12,5866.84,104,0.18641,5
9,6123.44,79,0.61684,5
17,7013.24,50,-0.06061,3
4,762.75,148,0.13481,4
20,4006.35,83,0.00931,1
1,8567.98,65,0.29811,5
16,7108.41,89,0.02693,2
17,5787.65,61,0.05029,3
14,1716.55,152,0.10294,4
4,5917.69,34,0.3451,5
6,5081.87,140,-0.38276,5
2,6758.56,72,-0.06213,3
5,7584.24,169,-0.30838,5
7,3631.65,75,0.51595,5
18,5383.93,59,0.02248,2
3,7280.16,87,0.00592,1
12,1892.45,10,-0.01222,2
19,1338.95,82,0.0947,4
15,986.48,42,0.0862,4
8,3681.19,167,-0.0281,2
11,2149.98,79,0.108,4
9,7138.8,8,-0.12034,4
8,8129.96,118,0.08323,4
20,6807.17,177,0.22502,5
3,4809.13,131,0.31767,5
8,592.47,126,0.15403,5
3,7992.76,51,0.27759,5
8,7297.65,98,0.15915,5
18,4107.57,158,0.13807,4
16,8127.58,122,0.0142,2
6,2324.05,146,0.09831,4
15,681.51,125,0.15006,5
6,2687.75,121,-0.16277,5
14,3212.79,58,0.12656,4
4,1717.49,71,0.55379,5
4,7880.86,173,0.2392,5
18,1220.03,59,0.04853,3
16,803.97,8,0.09897,4
5,8232.89,147,0.56334,5
18,681.88,128,0.07569,4
4,5653.6,42,-0.28927,5
15,7996.33,36,0.12868,4
11,6426.13,105,0.18337,5
13,4769.71,5,0.09297,4
14,3507.22,171,0.04632,3
9,6353.84,93,-0.00278,1
15,4088.67,114,0.14118,4
19,1790.84,125,0.24118,5
19,9157.23,78,-0.02637,2
7,9359.04,48,0.49758,5
13,2750.93,21,-0.1688,5
3,3416.14,178,0.58329,5
5,6648.6,156,1.35759,5
14,1119.38,133,-0.23555,5
7,4018.94,69,-0.36316,5
6,531.36,158,-0.16213,5
8,9380.74,180,0.16584,5
13,4756.92,128,-0.10844,4
5,2587.98,148,-1.23101,5
15,8509.6,60,0.17334,5
13,7800.0,161,0.39909,5
19,8154.33,108,0.49612,5
6,6107.79,26,0.49097,5
6,8892.18,111,0.03791,3
10,1369.37,9,-0.03305,3
6,2828.52,31,0.14774,4
14,2243.44,151,0.27193,5
20,7069.34,74,0.15101,5
14,2414.53,21,-0.04189,3
10,4675.3,149,-0.43265,5
3,8039.05,140,-0.02646,2
18,4862.0,38,-0.03314,3
14,7980.19,170,0.08317,4
16,2718.42,60,0.12859,4
9,2077.64,145,0.24154,5
13,3676.73,33,-0.26611,5
6,6366.09,102,0.3891,5
4,7440.03,135,0.28728,5
17,1044.0,160,-0.0592,3
11,4681.23,26,0.18773,5
10,6233.7,50,0.06493,3
20,6874.09,157,0.29163,5
5,9927.64,37,0.30642,5
16,826.15,68,0.1347,4
5,9384.94,94,0.55819,5
4,2047.64,57,-0.23607,5
18,9688.84,154,0.23214,5
20,1053.79,119,0.23779,5
11,5528.49,12,0.05195,3
9,3540.58,151,0.35992,5
9,4843.69,177,0.12151,4
2,5794.45,53,0.31069,5
10,8196.38,66,-0.33877,5
5,9193.58,28,-0.2299,5
20,3109.19,25,-0.10894,4
14,768.96,54,-0.00381,1
12,6932.23,27,0.01228,2
3,6094.05,132,0.57914,5
8,3529.96,157,-0.07144,4
13,5625.88,89,-0.13316,4
18,6101.76,45,0.04324,3
18,5153.12,125,0.01486,2
10,6060.12,85,-0.76197,5
16,1652.72,7,0.01582,2
18,1082.31,110,0.09602,4
17,6180.29,58,0.07118,4
11,7926.66,6,-0.16313,5
17,9515.44,65,-0.02648,2
2,4109.87,69,0.04783,3
1,1914.49,122,-0.19826,5
14,756.68,169,0.35627,5
9,884.97,94,-0.0134,2
5,6033.22,92,0.91674,5
9,6176.08,152,0.32066,5
20,5518.47,174,0.18054,5
12,7559.82,31,0.02695,2
10,2742.82,152,0.40186,5
5,7458.01,175,1.05668,5
17,7198.19,54,0.16777,5
17,754.93,24,0.00603,1
2,8075.56,148,0.39131,5
2,4804.49,72,0.14295,4
7,2985.54,12,0.27036,5
5,1447.9,38,-0.16787,5
16,7682.69,153,0.11131,4
13,3976.29,32,0.22326,5
4,5418.28,169,0.09317,4
5,3561.86,103,0.93285,5
20,6795.28,105,0.0366,3
18,1057.64,74,-0.03506,3
19,8144.99,75,0.03218,3
6,4641.55,92,0.57109,5
7,2723.88,124,-0.20745,5
9,8142.02,22,0.05368,3
17,7790.98,21,0.02645,2
13,2027.19,92,-0.0386,3
7,7722.66,176,-0.15076,5
17,7102.46,102,0.09067,4
14,4652.4,153,0.00164,1
5,8665.84,17,-0.15717,5
4,6931.94,68,0.18936,5
15,6281.43,27,0.0775,4
12,6298.11,112,0.28062,5
12,9031.63,108,0.46098,5
13,2220.84,15,-0.08451,4
7,8027.85,28,0.52395,5
13,3499.37,33,-0.08999,4
9,4597.65,80,0.29728,5
3,9607.66,156,-0.12323,4
13,2570.2,147,0.61109,5
15,3946.27,123,0.05411,3
9,7807.38,36,-0.08323,4
6,8683.17,15,0.04646,3
16,8213.35,127,0.25144,5
18,8926.93,5,0.01059,2
15,7875.47,25,0.08498,4
8,2603.34,155,0.44358,5
11,776.93,146,0.31347,5
3,8988.25,90,0.39688,5
4,2719.64,166,-0.02936,2
5,1209.94,47,0.23603,5
12,4496.61,131,0.24851,5
7,542.9,19,0.1092,4
2,8577.35,32,0.05235,3
9,7853.33,84,0.19146,5
18,8944.55,171,0.24448,5
17,7972.98,9,-0.00958,1
2,2855.88,25,0.06598,3
1,3922.92,77,0.09959,4
6,5662.25,173,-0.42004,5
12,3384.07,102,0.19326,5
17,730.74,37,0.09321,4
20,4776.22,157,0.51659,5
19,1743.65,176,-0.11597,4
19,9161.45,57,-0.06412,3
14,7822.83,31,-0.00483,1
8,7054.38,149,0.11389,4
17,6979.11,48,0.12212,4
11,6687.06,171,-0.32661,5
14,1689.63,153,-0.13541,4
3,4547.94,44,0.1186,4
19,4136.03,28,0.12015,4
2,6132.81,124,0.53946,5
18,2795.52,68,0.02385,2
9,9137.3,35,-0.26007,5
19,6075.67,76,-0.0471,3
1,7809.84,54,-0.24861,5
7,4354.35,20,0.46597,5
10,4267.34,125,0.0735,4
16,860.79,112,0.10414,4
17,2679.36,138,0.18247,5
4,6429.85,115,-0.11867,4
9,6752.33,12,-0.09754,4
5,2777.28,177,-0.59264,5
17,1539.42,11,-0.01789,2
2,9949.44,170,-0.08366,4
5,6511.9,20,-0.27035,5
16,8303.02,114,-0.03021,3
3,5871.89,75,0.07618,4
14,9746.37,173,0.09307,4
10,8335.91,150,1.4071,5
6,7803.41,33,0.37559,5
17,7084.89,134,0.25522,5
17,512.42,25,0.07485,4
16,2768.87,23,-0.01688,2
3,8806.46,154,0.36278,5
1,827.16,29,-0.10464,4
15,855.76,37,-0.01641,2
3,3681.12,33,-0.06649,3
16,1062.01,106,0.10172,4
17,9543.37,161,0.1732,5
16,8547.69,167,0.18645,5
11,5497.75,127,0.48365,5
12,5705.28,142,-0.25942,5
7,9649.2,154,-0.35977,5
4,6552.04,129,0.73483,5
12,2537.45,156,0.12978,4
11,4907.34,178,-0.15098,5
11,1230.2,166,-0.1092,4
4,7424.62,56,-0.06588,3
11,4467.47,50,0.19188,5
20,9053.85,84,0.13835,4
7,1396.76,137,-0.69053,5
11,3778.96,33,-0.17208,5
8,2872.64,92,0.10425,4
10,7546.2,147,1.24172,5
10,2050.88,88,-0.38646,5
9,2443.0,154,0.3918,5
18,3698.07,12,0.04049,3
9,3252.62,38,-0.21277,5
7,8373.43,80,0.87268,5
1,4894.84,157,-0.68252,5
15,6769.05,89,0.22553,5
14,8864.64,180,0.17183,5
1,8937.73,66,0.39584,5
10,9718.63,169,-0.7392,5
12,5479.97,71,-0.0612,3
15,4517.11,103,0.0812,4
1,5650.47,57,0.05558,3
5,8703.81,134,0.12128,4
10,3944.68,63,0.40467,5
17,2418.22,23,0.01946,2
19,2634.57,70,0.36389,5
18,6333.55,62,0.03352,3
11,530.27,118,0.24105,5
10,9090.75,139,0.10259,4
14,5943.95,73,-0.05858,3
2,6446.04,136,-0.04053,3
7,4232.51,87,-0.20255,5
4,3625.55,70,0.1041,4
18,9654.03,126,0.12194,4
7,9260.17,51,-0.59395,5
12,8327.19,180,0.71205,5
13,2526.3,177,0.12469,4
1,891.8,115,0.01,2
4,5441.65,79,0.36242,5
4,6948.53,9,0.0718,4
14,7977.41,169,-0.01362,2
13,8453.94,97,0.52891,5
12,2619.32,12,-0.1194,4
8,8044.4,79,-0.04656,3
6,9520.3,180,1.06627,5
16,1837.95,51,0.144,4
14,3625.57,29,0.1173,4
2,1916.94,135,0.04662,3
14,3660.69,32,0.01043,2
6,3710.79,34,0.35015,5
19,7799.34,141,0.0809,4
5,6154.67,153,0.35292,5
10,9135.87,29,0.11521,4
6,4328.8,129,0.47534,5
6,4145.46,115,-0.02842,2
16,6326.07,148,0.05595,3
14,1414.7,60,0.22258,5
10,7839.74,47,0.2828,5
1,5432.68,80,-0.07954,4
11,4883.01,11,-0.06259,3
15,6153.66,13,0.01951,2
3,5851.6,40,0.07014,4
10,6659.26,36,0.06707,3
13,3743.36,25,0.04209,3
7,9568.54,137,0.04917,3
16,7644.66,162,0.13604,4
6,3510.02,158,-0.7036,5
12,2526.89,144,0.39417,5
1,710.44,66,0.09331,4
13,4370.78,105,0.23874,5
20,5937.47,36,0.02894,2
4,1083.58,73,-0.01978,2
8,539.48,105,0.17311,5
14,5869.87,40,0.08629,4
2,8809.34,23,0.0293,2
14,8737.91,154,0.59145,5
10,7015.83,58,-0.04204,3
20,9705.35,46,0.24983,5
10,3306.41,27,0.65266,5
14,2979.77,39,-0.0393,3
4,1882.34,130,0.2431,5
1,753.44,113,-0.42365,5
